Date,Age,Game Result,GS,MP,FG,FGA,FGcent,3P,3PA,3Pcent,FT,FTA,FTcent,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PointDifference,Player
11/18/2022,24-070,L (-8),0,24:40:00,3,6,0.5,2,3,0.667,0,0,,0,2,2,2,0,1,0,1,8,7.3,8,Jordan Nwora
11/21/2022,24-073,W (+8),0,18:12,2,4,0.5,1,2,0.5,1,2,0.5,1,2,3,2,0,0,3,0,6,3.3,0,Jordan Nwora
11/23/2022,24-075,L (-5),0,6:22,0,3,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-5,Jordan Nwora
11/25/2022,24-077,W (+15),0,24:22:00,2,8,0.25,0,2,0,3,3,1,1,4,5,2,0,0,1,3,7,3.3,-7,Jordan Nwora
11/27/2022,24-079,W (+9),0,11:02,1,3,0.333,1,2,0.5,0,0,,2,1,3,2,0,0,0,0,3,4.4,-7,Jordan Nwora
10/20/2022,36-169,W (+2),0,20:32,2,2,1,0,0,,0,0,,0,1,1,0,0,0,2,2,4,0.9,3,George Hill
10/22/2022,36-171,W (+20),0,23:39,3,4,0.75,2,3,0.667,1,2,0.5,0,2,2,6,0,0,0,2,9,11,20,George Hill
10/26/2022,36-175,W (+11),0,29:49:00,2,3,0.667,0,1,0,4,4,1,1,2,3,4,1,0,1,3,8,9.6,12,George Hill
10/28/2022,36-177,W (+11),0,26:37:00,4,10,0.4,2,6,0.333,2,3,0.667,2,2,4,2,0,0,0,2,12,8.8,6,George Hill
10/29/2022,36-178,W (+8),0,16:37,0,1,0,0,1,0,0,0,,0,0,0,2,0,0,0,2,0,-0.1,9,George Hill
10/31/2022,36-180,W (+2),0,17:26,0,3,0,0,3,0,3,4,0.75,0,1,1,2,0,0,0,1,3,1.8,-10,George Hill
11/2/2022,36-182,W (+25),0,18:21,2,6,0.333,1,3,0.333,2,3,0.667,0,4,4,3,0,0,0,1,7,6.1,6,George Hill
11/4/2022,36-184,W (+13),0,17:52,1,3,0.333,0,1,0,0,0,,0,0,0,1,1,0,0,0,2,2,-5,George Hill
11/5/2022,36-185,W (+14),0,21:11,1,2,0.5,0,0,,0,2,0,0,2,2,2,0,0,3,3,2,-2,17,George Hill
11/7/2022,36-187,L (-19),0,16:46,1,4,0.25,0,2,0,0,0,,0,0,0,0,0,0,0,0,2,-0.4,-8,George Hill
11/9/2022,36-189,W (+4),0,35:24:00,3,6,0.5,1,1,1,5,6,0.833,0,2,2,5,3,0,1,1,12,14.3,-4,George Hill
11/11/2022,36-191,L (-18),0,27:39:00,1,9,0.111,0,5,0,3,4,0.75,2,0,2,4,0,1,1,1,5,2.2,-1,George Hill
11/14/2022,36-194,L (-15),0,25:53:00,0,1,0,0,0,,2,2,1,0,3,3,3,0,1,2,0,2,3,-3,George Hill
11/16/2022,36-196,W (+15),0,18:59,3,6,0.5,1,4,0.25,0,0,,1,2,3,3,0,0,2,4,7,3.8,-5,George Hill
11/18/2022,36-198,L (-8),0,13:53,2,5,0.4,2,4,0.5,1,2,0.5,0,0,0,2,1,0,0,1,7,5.9,-1,George Hill
11/21/2022,36-201,W (+8),0,19:45,0,1,0,0,1,0,0,0,,0,5,5,5,2,1,0,0,0,7,5,George Hill
11/23/2022,36-203,L (-5),0,18:36,3,7,0.429,2,4,0.5,2,2,1,0,1,1,0,0,0,0,0,10,6.6,-13,George Hill
11/25/2022,36-205,W (+15),0,20:02,2,5,0.4,1,3,0.333,0,2,0,0,2,2,2,0,0,1,2,5,1.7,4,George Hill
11/27/2022,36-207,W (+9),0,15:22,2,2,1,1,1,1,0,0,,0,2,2,2,0,0,1,2,5,4.6,0,George Hill
10/20/2022,27-012,W (+2),1,32:04:00,3,10,0.3,2,6,0.333,4,5,0.8,0,3,3,4,0,0,3,1,12,6.1,-1,Grayson Allen
10/22/2022,27-014,W (+20),1,27:52:00,3,11,0.273,2,7,0.286,3,4,0.75,2,3,5,2,1,0,0,2,11,8,4,Grayson Allen
10/26/2022,27-018,W (+11),1,28:08:00,1,8,0.125,1,6,0.167,2,2,1,0,5,5,4,0,0,1,0,5,3.1,17,Grayson Allen
10/28/2022,27-020,W (+11),1,28:47:00,6,10,0.6,4,6,0.667,1,1,1,1,3,4,2,1,0,1,2,17,14.6,23,Grayson Allen
10/29/2022,27-021,W (+8),1,20:06,1,5,0.2,0,3,0,0,0,,1,1,2,0,1,0,0,0,2,0.9,-4,Grayson Allen
10/31/2022,27-023,W (+2),1,19:53,2,4,0.5,1,3,0.333,4,4,1,0,2,2,2,1,0,4,1,9,5.6,11,Grayson Allen
11/2/2022,27-025,W (+25),1,24:59:00,2,6,0.333,1,4,0.25,0,0,,0,1,1,4,1,0,0,3,5,4.5,18,Grayson Allen
11/4/2022,27-027,W (+13),1,29:56:00,3,5,0.6,2,3,0.667,2,2,1,3,2,5,2,2,0,2,2,10,11,25,Grayson Allen
11/5/2022,27-028,W (+14),0,20:53,6,8,0.75,5,6,0.833,2,2,1,0,1,1,1,2,1,2,0,19,17.5,8,Grayson Allen
11/7/2022,27-030,L (-19),1,27:44:00,3,8,0.375,3,7,0.429,2,2,1,0,0,0,3,0,1,3,3,11,5.2,-17,Grayson Allen
11/9/2022,27-032,W (+4),1,35:02:00,5,8,0.625,2,3,0.667,6,6,1,1,2,3,6,0,1,3,5,18,15.6,10,Grayson Allen
11/14/2022,27-037,L (-15),1,9:37,0,2,0,0,0,,2,2,1,1,0,1,0,1,0,0,0,2,2.3,-6,Grayson Allen
11/18/2022,27-041,L (-8),0,26:36:00,3,6,0.5,1,3,0.333,0,0,,2,2,4,1,1,1,1,1,7,7,0,Grayson Allen
11/21/2022,27-044,W (+8),1,31:48:00,5,8,0.625,2,5,0.4,5,5,1,2,6,8,2,0,0,0,2,17,17.2,9,Grayson Allen
11/23/2022,27-046,L (-5),1,32:48:00,4,8,0.5,2,4,0.5,3,3,1,3,1,4,2,0,0,1,2,13,11,2,Grayson Allen
11/25/2022,27-048,W (+15),1,28:15:00,2,8,0.25,1,6,0.167,3,3,1,0,5,5,5,2,0,1,0,8,9.2,9,Grayson Allen
11/27/2022,27-050,W (+9),1,31:54:00,8,10,0.8,7,8,0.875,2,4,0.5,0,2,2,5,2,1,0,2,25,26.4,20,Grayson Allen
10/20/2022,27-318,W (+2),1,36:05:00,9,16,0.563,1,3,0.333,2,5,0.4,0,13,13,8,1,3,1,4,21,22.2,13,Giannis Antetokounmpo
10/22/2022,27-320,W (+20),1,27:38:00,17,21,0.81,2,3,0.667,8,13,0.615,2,10,12,3,0,0,4,2,44,35.8,23,Giannis Antetokounmpo
10/26/2022,27-324,W (+11),1,37:52:00,16,25,0.64,1,4,0.25,10,14,0.714,2,12,14,5,1,3,7,4,43,33.3,5,Giannis Antetokounmpo
10/28/2022,27-326,W (+11),1,38:55:00,11,22,0.5,1,6,0.167,7,11,0.636,0,14,14,9,1,1,2,0,30,27.6,27,Giannis Antetokounmpo
10/29/2022,27-327,W (+8),1,32:37:00,11,22,0.5,1,1,1,11,19,0.579,5,12,17,4,0,1,2,4,34,26.8,-10,Giannis Antetokounmpo
10/31/2022,27-329,W (+2),1,31:44:00,12,23,0.522,0,4,0,7,9,0.778,2,5,7,2,0,2,4,5,31,18.6,-1,Giannis Antetokounmpo
11/2/2022,27-331,W (+25),1,29:31:00,11,24,0.458,0,4,0,10,12,0.833,5,7,12,4,5,2,1,1,32,32.2,12,Giannis Antetokounmpo
11/4/2022,27-333,W (+13),1,33:35:00,7,17,0.412,2,4,0.5,10,20,0.5,0,14,14,11,0,0,4,3,26,19.6,25,Giannis Antetokounmpo
11/7/2022,27-336,L (-19),1,26:47:00,9,20,0.45,0,1,0,7,8,0.875,1,6,7,2,2,1,5,3,25,14.6,-22,Giannis Antetokounmpo
11/14/2022,27-343,L (-15),1,30:55:00,8,21,0.381,0,3,0,11,18,0.611,1,7,8,4,1,0,8,6,27,8.9,-13,Giannis Antetokounmpo
11/16/2022,27-345,W (+15),1,31:32:00,6,18,0.333,0,2,0,4,11,0.364,2,10,12,8,0,0,2,1,16,10.6,10,Giannis Antetokounmpo
11/18/2022,27-347,L (-8),1,34:16:00,10,22,0.455,1,5,0.2,4,15,0.267,0,14,14,4,1,1,5,4,25,11.3,-12,Giannis Antetokounmpo
11/21/2022,27-350,W (+8),1,35:05:00,16,24,0.667,0,1,0,5,12,0.417,2,5,7,6,2,0,1,3,37,30.7,19,Giannis Antetokounmpo
11/23/2022,27-352,L (-5),1,34:00:00,15,27,0.556,0,2,0,6,9,0.667,3,8,11,7,0,0,8,5,36,21.3,5,Giannis Antetokounmpo
11/25/2022,27-354,W (+15),1,30:58:00,13,20,0.65,2,3,0.667,10,14,0.714,3,6,9,6,0,2,3,3,38,32.9,15,Giannis Antetokounmpo
11/27/2022,27-356,W (+9),1,29:24:00,11,19,0.579,0,2,0,8,10,0.8,3,8,11,4,1,0,3,5,30,23.6,16,Giannis Antetokounmpo
10/20/2022,36-006,W (+2),0,20:23,3,6,0.5,2,4,0.5,0,0,,3,2,5,2,0,1,0,1,8,9.4,2,Wesley Matthews
10/22/2022,36-008,W (+20),0,12:04,0,1,0,0,1,0,0,0,,0,1,1,0,0,0,0,1,0,-0.8,10,Wesley Matthews
10/26/2022,36-012,W (+11),0,21:54,2,7,0.286,2,7,0.286,1,2,0.5,0,0,0,1,0,0,1,5,7,0.2,-3,Wesley Matthews
10/28/2022,36-014,W (+11),0,4:14,0,1,0,0,0,,2,2,1,0,1,1,0,2,0,0,0,2,3.6,-1,Wesley Matthews
10/29/2022,36-015,W (+8),0,17:33,2,5,0.4,1,3,0.333,0,0,,4,3,7,1,1,1,2,1,5,6,14,Wesley Matthews
10/31/2022,36-017,W (+2),0,20:57,1,3,0.333,1,3,0.333,0,0,,1,2,3,0,0,0,0,3,3,1.4,-3,Wesley Matthews
11/2/2022,36-019,W (+25),0,14:48,1,4,0.25,1,4,0.25,0,0,,0,0,0,0,2,0,2,1,3,0.2,6,Wesley Matthews
11/4/2022,36-021,W (+13),0,10:09,1,1,1,1,1,1,0,0,,0,1,1,1,1,0,0,3,3,3.5,-7,Wesley Matthews
11/5/2022,36-022,W (+14),0,13:15,0,3,0,0,2,0,0,0,,4,1,5,1,0,0,0,0,0,1.7,2,Wesley Matthews
11/7/2022,36-024,L (-19),0,13:26,2,5,0.4,2,4,0.5,0,0,,0,1,1,1,0,0,0,2,6,3.5,-11,Wesley Matthews
11/9/2022,36-026,W (+4),0,29:07:00,2,4,0.5,1,1,1,0,0,,1,3,4,0,0,0,1,3,5,2.4,-3,Wesley Matthews
11/11/2022,36-028,L (-18),0,22:29,0,5,0,0,5,0,2,2,1,0,2,2,1,3,2,0,1,2,3.8,4,Wesley Matthews
11/14/2022,36-031,L (-15),0,12:07,0,3,0,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,-2.5,-12,Wesley Matthews
11/23/2022,36-040,L (-5),0,16:51,2,3,0.667,2,3,0.667,0,0,,0,0,0,0,0,0,0,2,6,3.9,-12,Wesley Matthews
11/25/2022,36-042,W (+15),0,17:16,2,4,0.5,1,3,0.333,0,0,,1,0,1,1,0,0,0,2,5,3.6,25,Wesley Matthews
11/27/2022,36-044,W (+9),0,8:53,0,1,0,0,1,0,0,0,,1,0,1,0,0,0,0,2,0,-0.8,1,Wesley Matthews
10/20/2022,32-130,W (+2),1,35:47:00,2,15,0.133,0,6,0,2,2,1,1,3,4,8,2,0,1,1,6,4.1,-6,Jrue Holiday
10/22/2022,32-132,W (+20),1,32:09:00,8,15,0.533,3,4,0.75,0,0,,0,5,5,10,0,3,2,2,19,19.5,8,Jrue Holiday
10/26/2022,32-136,W (+11),1,35:56:00,5,18,0.278,1,6,0.167,4,5,0.8,3,4,7,4,2,1,5,4,15,6.2,10,Jrue Holiday
10/28/2022,32-138,W (+11),1,31:57:00,6,19,0.316,2,6,0.333,2,2,1,0,5,5,6,2,1,1,3,16,11.3,17,Jrue Holiday
10/29/2022,32-139,W (+8),1,36:40:00,13,22,0.591,3,7,0.429,5,7,0.714,0,2,2,12,4,1,3,3,34,32.5,12,Jrue Holiday
10/31/2022,32-141,W (+2),1,37:19:00,7,15,0.467,5,11,0.455,6,7,0.857,1,6,7,10,1,0,4,1,25,23,10,Jrue Holiday
11/2/2022,32-143,W (+25),1,29:58:00,11,16,0.688,4,7,0.571,0,0,,2,5,7,3,0,0,2,1,26,21.8,25,Jrue Holiday
11/4/2022,32-145,W (+13),1,33:37:00,12,24,0.5,4,11,0.364,1,1,1,1,7,8,6,2,0,0,0,29,26,15,Jrue Holiday
11/5/2022,32-146,W (+14),1,28:50:00,3,10,0.3,0,3,0,4,4,1,4,2,6,13,1,0,3,0,10,14.7,8,Jrue Holiday
11/7/2022,32-148,L (-19),1,28:49:00,7,14,0.5,2,6,0.333,0,0,,1,5,6,7,1,1,8,2,16,9,-3,Jrue Holiday
11/18/2022,32-159,L (-8),0,23:12,5,12,0.417,0,4,0,0,0,,1,2,3,4,1,0,5,2,10,2.9,-9,Jrue Holiday
11/21/2022,32-162,W (+8),1,27:56:00,7,14,0.5,1,6,0.167,2,2,1,1,3,4,6,3,0,5,1,17,13.4,7,Jrue Holiday
11/23/2022,32-164,L (-5),1,35:50:00,3,6,0.5,1,4,0.25,7,8,0.875,1,4,5,11,2,0,7,1,14,14.8,12,Jrue Holiday
11/25/2022,32-166,W (+15),1,23:02,4,13,0.308,1,3,0.333,0,0,,2,1,3,5,0,0,1,4,9,4.1,13,Jrue Holiday
11/27/2022,32-168,W (+9),1,34:27:00,7,16,0.438,2,6,0.333,0,0,,1,0,1,6,3,0,3,2,16,11.7,17,Jrue Holiday
10/22/2022,22-010,W (+20),0,2:14,1,1,1,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-2,MarJon Beauchamp
10/29/2022,22-017,W (+8),0,6:48,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,2,1,3,0.3,1,MarJon Beauchamp
10/31/2022,22-019,W (+2),0,3:40,0,2,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,0,-0.4,-3,MarJon Beauchamp
11/2/2022,22-021,W (+25),0,16:06,0,3,0,0,3,0,3,4,0.75,1,3,4,1,2,0,2,2,3,2,12,MarJon Beauchamp
11/4/2022,22-023,W (+13),0,18:23,6,10,0.6,2,4,0.5,0,1,0,0,5,5,0,0,0,2,2,14,7.7,2,MarJon Beauchamp
11/5/2022,22-024,W (+14),1,24:48:00,1,9,0.111,0,6,0,0,0,,3,2,5,0,1,0,2,6,2,-4.6,12,MarJon Beauchamp
11/7/2022,22-026,L (-19),0,10:33,1,4,0.25,1,4,0.25,1,2,0.5,0,2,2,0,0,0,0,1,4,1.4,4,MarJon Beauchamp
11/9/2022,22-028,W (+4),1,29:55:00,7,13,0.538,5,8,0.625,0,0,,3,5,8,0,2,0,2,5,19,14.3,14,MarJon Beauchamp
11/11/2022,22-030,L (-18),1,34:23:00,4,13,0.308,0,6,0,0,0,,1,3,4,2,1,0,0,2,8,3.7,-24,MarJon Beauchamp
11/14/2022,22-033,L (-15),1,34:11:00,7,9,0.778,3,4,0.75,3,3,1,2,6,8,1,0,1,2,2,20,18.3,-14,MarJon Beauchamp
11/16/2022,22-035,W (+15),1,26:38:00,1,8,0.125,0,3,0,0,0,,4,1,5,1,0,0,2,2,2,-2.2,7,MarJon Beauchamp
11/18/2022,22-037,L (-8),1,14:35,0,3,0,0,1,0,0,0,,0,2,2,1,0,0,1,1,0,-2.2,-4,MarJon Beauchamp
11/21/2022,22-040,W (+8),0,5:12,0,1,0,0,0,,0,0,,0,0,0,0,1,0,1,1,0,-1.1,-9,MarJon Beauchamp
11/25/2022,22-044,W (+15),0,3:03,1,1,1,0,0,,0,0,,0,0,0,0,0,0,1,1,2,0.3,-7,MarJon Beauchamp
11/27/2022,22-046,W (+9),0,1:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1,-5,MarJon Beauchamp
10/20/2022,33-032,W (+2),0,3:39,0,1,0,0,1,0,0,0,,0,1,1,0,0,0,1,1,0,-1.8,-1,Serge Ibaka
10/22/2022,33-034,W (+20),0,14:51,3,5,0.6,2,2,1,1,2,0.5,1,4,5,0,0,1,0,3,9,7.7,7,Serge Ibaka
10/28/2022,33-040,W (+11),0,5:29,1,2,0.5,0,0,,0,0,,1,1,2,0,0,1,1,2,2,0.9,2,Serge Ibaka
10/29/2022,33-041,W (+8),0,10:39,1,2,0.5,0,1,0,0,0,,1,1,2,0,0,0,0,1,2,1.6,-6,Serge Ibaka
10/31/2022,33-043,W (+2),0,9:31,0,1,0,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-3.1,-3,Serge Ibaka
11/2/2022,33-045,W (+25),0,5:37,1,2,0.5,1,1,1,0,0,,0,2,2,0,0,1,0,1,3,2.9,-1,Serge Ibaka
11/5/2022,33-048,W (+14),0,24:05:00,2,5,0.4,0,2,0,4,4,1,1,5,6,2,0,2,2,2,8,7.5,1,Serge Ibaka
11/7/2022,33-050,L (-19),0,11:32,2,2,1,0,0,,0,0,,1,3,4,0,0,0,0,1,4,4.6,2,Serge Ibaka
11/9/2022,33-052,W (+4),0,12:15,2,2,1,0,0,,0,0,,0,2,2,1,0,1,1,1,4,4,-4,Serge Ibaka
11/11/2022,33-054,L (-18),0,18:42,4,9,0.444,1,3,0.333,2,5,0.4,5,4,9,0,0,0,0,2,11,9,-3,Serge Ibaka
11/14/2022,33-057,L (-15),0,13:18,2,3,0.667,1,2,0.5,0,0,,0,3,3,0,0,0,0,2,5,3.8,-8,Serge Ibaka
11/16/2022,33-059,W (+15),0,17:33,4,6,0.667,1,2,0.5,0,0,,2,2,4,1,0,0,1,1,9,7.7,-6,Serge Ibaka
11/18/2022,33-061,L (-8),0,7:15,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1,-4,Serge Ibaka
11/21/2022,33-064,W (+8),0,4:11,0,2,0,0,0,,1,2,0.5,0,0,0,0,0,0,0,2,1,-1.6,0,Serge Ibaka
10/22/2022,30-096,W (+20),0,0:52,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,Thanasis Antetokounmpo
11/2/2022,30-107,W (+25),0,5:37,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-1,Thanasis Antetokounmpo
11/4/2022,30-109,W (+13),0,0:32,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-1,Thanasis Antetokounmpo
11/5/2022,30-110,W (+14),0,0:58,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,1,0,Thanasis Antetokounmpo
11/7/2022,30-112,L (-19),0,3:51,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,4,Thanasis Antetokounmpo
11/11/2022,30-116,L (-18),0,5:46,0,1,0,0,0,,0,0,,1,2,3,0,0,0,1,1,0,-0.8,-7,Thanasis Antetokounmpo
11/14/2022,30-119,L (-15),0,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,Thanasis Antetokounmpo
11/16/2022,30-121,W (+15),0,1:55,0,0,,0,0,,0,0,,1,1,2,1,0,0,1,0,0,0.7,0,Thanasis Antetokounmpo
11/25/2022,30-130,W (+15),0,3:03,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-7,Thanasis Antetokounmpo
11/27/2022,30-132,W (+9),0,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,-3,Thanasis Antetokounmpo
10/22/2022,23-152,W (+20),0,2:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1,-2,Sandro Mamukelashvili
11/7/2022,23-168,L (-19),0,6:09,1,3,0.333,0,2,0,0,0,,0,0,0,0,0,0,0,0,2,0.3,3,Sandro Mamukelashvili
11/9/2022,23-170,W (+4),0,6:15,0,2,0,0,1,0,0,0,,0,3,3,0,0,0,0,1,0,-0.9,2,Sandro Mamukelashvili
11/11/2022,23-172,L (-18),0,8:28,1,4,0.25,1,2,0.5,0,0,,2,2,4,0,0,0,0,0,3,2.6,-2,Sandro Mamukelashvili
11/14/2022,23-175,L (-15),0,1:35,1,1,1,0,0,,0,0,,0,0,0,1,0,0,0,0,2,2.4,0,Sandro Mamukelashvili
11/16/2022,23-177,W (+15),0,7:34,1,3,0.333,0,2,0,3,6,0.5,0,0,0,0,0,0,0,1,5,1.7,3,Sandro Mamukelashvili
11/21/2022,23-182,W (+8),0,1:23,1,1,1,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,-6,Sandro Mamukelashvili
11/25/2022,23-186,W (+15),0,9:26,1,2,0.5,0,1,0,1,2,0.5,0,1,1,0,0,0,0,1,3,1.5,-4,Sandro Mamukelashvili
11/27/2022,23-188,W (+9),0,7:12,0,1,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-1.5,-9,Sandro Mamukelashvili
10/22/2022,23-025,W (+20),0,2:14,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-2,A.J. Green
11/16/2022,23-050,W (+15),0,15:15,1,4,0.25,1,4,0.25,0,0,,1,2,3,0,1,0,0,2,3,2.1,-11,A.J. Green
11/21/2022,23-055,W (+8),0,0:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,-5,A.J. Green
11/25/2022,23-059,W (+15),0,3:03,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,-7,A.J. Green
11/27/2022,23-061,W (+9),0,1:58,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-5,A.J. Green
11/21/2022,29-319,W (+8),0,15:31,2,5,0.4,1,4,0.25,2,2,1,0,2,2,1,2,0,0,1,7,7.2,3,Pat Connaughton
11/23/2022,29-321,L (-5),0,14:24,1,6,0.167,1,5,0.2,0,0,,0,3,3,1,1,0,0,0,3,1.8,1,Pat Connaughton
11/27/2022,29-325,W (+9),0,10:52,1,3,0.333,1,3,0.333,0,0,,0,1,1,0,0,0,0,0,3,1.6,-9,Pat Connaughton
10/19/2022,21-123,L (-3),1,35:35:00,5,9,0.556,1,3,0.333,3,4,0.75,0,6,6,1,1,1,3,1,14,10.1,-14,Evan Mobley
10/22/2022,21-126,W (+32),1,24:46:00,7,9,0.778,0,0,,2,2,1,1,2,3,1,1,1,3,1,16,12.8,7,Evan Mobley
10/23/2022,21-127,W (+10),1,36:35:00,2,7,0.286,0,0,,6,6,1,2,5,7,2,2,1,2,3,10,9.7,-3,Evan Mobley
10/26/2022,21-130,W (+11),1,34:26:00,9,15,0.6,0,0,,2,4,0.5,0,3,3,3,1,1,3,4,20,12.4,3,Evan Mobley
10/28/2022,21-132,W (+9),1,41:59:00,7,12,0.583,1,3,0.333,4,6,0.667,3,7,10,3,1,2,2,4,19,17.7,2,Evan Mobley
10/30/2022,21-134,W (+13),1,34:15:00,6,13,0.462,0,2,0,4,4,1,2,5,7,3,1,1,2,5,16,12,18,Evan Mobley
11/2/2022,21-137,W (+1),1,32:00:00,7,8,0.875,0,1,0,1,2,0.5,2,5,7,2,0,0,3,3,15,11.9,15,Evan Mobley
11/4/2022,21-139,W (+24),1,30:12:00,5,14,0.357,0,1,0,1,2,0.5,2,6,8,2,0,8,1,0,11,12,0,Evan Mobley
11/6/2022,21-141,W (+14),1,30:27:00,2,7,0.286,0,1,0,1,2,0.5,2,5,7,3,2,1,1,3,5,6,1,Evan Mobley
11/7/2022,21-142,L (-2),1,33:41:00,12,18,0.667,0,0,,2,2,1,3,5,8,1,0,0,3,6,26,17.1,-20,Evan Mobley
11/9/2022,21-144,L (-7),1,35:45:00,7,10,0.7,0,0,,2,3,0.667,1,5,6,0,1,0,2,3,16,11.4,-1,Evan Mobley
11/11/2022,21-146,L (-5),1,38:45:00,8,15,0.533,0,0,,4,5,0.8,8,5,13,4,0,2,3,3,20,19.4,1,Evan Mobley
11/13/2022,21-148,L (-5),1,32:12:00,1,4,0.25,0,0,,2,6,0.333,5,8,13,3,2,0,3,4,4,5.4,-14,Evan Mobley
11/16/2022,21-151,L (-15),1,31:09:00,9,14,0.643,0,0,,2,4,0.5,3,4,7,2,1,2,0,3,20,18.9,-13,Evan Mobley
11/18/2022,21-153,W (+10),1,45:26:00,9,14,0.643,0,1,0,3,4,0.75,5,13,18,5,1,2,1,4,21,25.1,15,Evan Mobley
11/20/2022,21-155,W (+26),1,30:00:00,7,12,0.583,0,0,,1,2,0.5,4,6,10,5,1,0,3,2,15,14.3,15,Evan Mobley
11/21/2022,21-156,W (+12),1,35:33:00,4,6,0.667,0,0,,2,2,1,2,7,9,3,1,1,4,2,10,9.9,5,Evan Mobley
11/23/2022,21-158,W (+18),1,35:06:00,4,10,0.4,0,0,,2,4,0.5,4,8,12,3,0,3,2,2,10,10.4,0,Evan Mobley
11/25/2022,21-160,L (-15),1,29:05:00,2,12,0.167,0,1,0,4,4,1,1,7,8,0,3,0,2,0,8,4.2,-16,Evan Mobley
11/27/2022,21-162,W (+8),1,39:38:00,8,12,0.667,2,2,1,2,5,0.4,6,7,13,1,0,1,3,3,20,17.1,4,Evan Mobley
10/19/2022,27-194,L (-3),0,27:41:00,6,12,0.5,3,6,0.5,2,2,1,0,3,3,1,0,0,1,3,17,10.4,7,Cedi Osman
10/22/2022,27-197,W (+32),0,25:44:00,5,8,0.625,2,3,0.667,3,3,1,0,2,2,4,0,0,1,5,15,11.8,41,Cedi Osman
10/23/2022,27-198,W (+10),0,31:40:00,6,10,0.6,3,5,0.6,1,1,1,0,0,0,3,1,0,0,3,16,13.3,3,Cedi Osman
10/26/2022,27-201,W (+11),0,31:13:00,5,12,0.417,1,5,0.2,3,5,0.6,2,5,7,3,0,1,1,2,14,10.7,5,Cedi Osman
10/28/2022,27-203,W (+9),0,22:24,1,6,0.167,1,5,0.2,1,2,0.5,1,1,2,1,0,0,1,4,4,-1.1,-10,Cedi Osman
10/30/2022,27-205,W (+13),0,15:12,1,7,0.143,1,6,0.167,0,0,,0,0,0,0,0,0,1,2,3,-3.3,-4,Cedi Osman
11/2/2022,27-208,W (+1),0,12:37,0,3,0,0,3,0,0,0,,0,4,4,0,0,0,0,1,0,-1.3,2,Cedi Osman
11/4/2022,27-210,W (+24),0,25:17:00,5,9,0.556,4,6,0.667,1,1,1,0,4,4,6,0,0,4,1,15,11.7,24,Cedi Osman
11/6/2022,27-212,W (+14),0,19:15,3,5,0.6,1,3,0.333,2,2,1,0,1,1,1,0,0,0,1,9,7.3,19,Cedi Osman
11/7/2022,27-213,L (-2),0,3:24,1,1,1,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-5,Cedi Osman
11/9/2022,27-215,L (-7),0,15:14,3,4,0.75,1,1,1,0,0,,0,3,3,2,0,0,1,1,7,6.3,1,Cedi Osman
11/11/2022,27-217,L (-5),0,20:39,0,4,0,0,2,0,0,2,0,0,1,1,1,0,0,0,1,0,-3,-9,Cedi Osman
11/13/2022,27-219,L (-5),0,27:41:00,4,10,0.4,2,4,0.5,4,6,0.667,0,4,4,2,0,0,1,4,14,7.8,-1,Cedi Osman
11/16/2022,27-222,L (-15),0,13:12,2,2,1,0,0,,0,0,,0,2,2,2,0,0,1,1,4,4,-4,Cedi Osman
11/18/2022,27-224,W (+10),0,7:24,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,2,Cedi Osman
11/20/2022,27-226,W (+26),0,37:00:00,8,17,0.471,4,11,0.364,0,0,,4,8,12,3,1,1,1,3,20,18.1,39,Cedi Osman
11/21/2022,27-227,W (+12),0,28:56:00,8,10,0.8,3,4,0.75,4,5,0.8,0,3,3,0,0,0,1,4,23,17.1,9,Cedi Osman
