"season","Cleaned_Team","playoffs","W","SRS","Pace","Rel.Pace","ORtg","Rel.ORtg","DRtg","Rel.DRtg","No_of_Awards"
"1963-64","St. Louis Hawks","Lost W. Div. Finals","46","1.39","114.6","1.4","95.4","0.8","94","-0.6","0"
"1962-63","St. Louis Hawks","Lost W. Div. Finals","48","1.38","115.6","0.6","94.8","-1.1","93.3","-2.6","0"
"1961-62","St. Louis Hawks","","29","-2.96","124.6","3.3","95.2","1.6","97.8","4.2","0"
"1960-61","St. Louis Hawks","Lost Finals","51","2.99","129.1","5.6","91.4","-0.7","88.7","-3.4","0"
"1959-60","St. Louis Hawks","Lost Finals","46","1.77","120","-2.3","94","2.9","91.8","0.7","0"
"1957-58","St. Louis Hawks","Won Finals","41","0.82","119.5","2.5","89.7","0.9","88.6","-0.2","0"
"1956-57","St. Louis Hawks","Lost Finals","34","-0.27","108.3","3.4","89","0.1","89.1","0.2","0"
"1953-54","Milwaukee Hawks","","21","-4.55","84.2","0.6","82.9","-4.6","89.2","1.7","0"
"1952-53","Milwaukee Hawks","","27","-2.49","88.4","8","84","-4","85.7","-2","0"
"1950-51","Tri-Cities Blackhawks","","25","-3.22","103.9","18.4","80.8","-4.3","84.4","-0.7","0"
"1949-50","Tri-Cities Blackhawks","Lost W. Div. Semis","29","-1.43","","","","","","","0"
"2022-23","Philadelphia 76ers","","4","4.56","95.4","-4.3","115.8","3.7","114.9","2.8","0"
"2021-22","Philadelphia 76ers","Lost E. Conf. Semis","51","2.57","96.2","-2","113.5","1.5","110.8","-1.2","0"
"2020-21","Philadelphia 76ers","Lost E. Conf. Semis","49","5.28","99.5","0.3","113.2","0.9","107.6","-4.7","0"
"2019-20","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","43","2.25","99","-1.3","111.3","0.7","109","-1.6","0"
"2018-19","Philadelphia 76ers","Lost E. Conf. Semis","51","2.25","101.6","1.6","112.6","2.2","110","-0.4","0"
"2016-17","Philadelphia 76ers","","28","-5.83","98.5","2.1","103.2","-5.6","108.9","0.1","0"
"2015-16","Philadelphia 76ers","","10","-9.92","97.9","2.1","98.8","-7.6","109.2","2.8","0"
"2014-15","Philadelphia 76ers","","18","-9.04","95.7","1.8","95.5","-10.1","104.8","-0.8","0"
"2012-13","Philadelphia 76ers","","34","-3.51","91","-1","102","-3.9","105.7","-0.2","0"
"2011-12","Philadelphia 76ers","Lost E. Conf. Semis","35","3.59","89.7","-1.6","103.9","-0.7","99.2","-5.4","0"
"2010-11","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","41","1.01","91.7","-0.4","106.6","-0.7","105","-2.3","0"
"2009-10","Philadelphia 76ers","","27","-3.93","91.6","-1.1","106.1","-1.5","110.3","2.7","0"
"2008-09","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","41","0.16","90","-1.7","107.9","-0.4","107.8","-0.5","0"
"2007-08","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","40","0.19","90.4","-2","106.4","-1.1","106","-1.5","0"
"2006-07","Philadelphia 76ers","","35","-3.26","90.7","-1.2","103.6","-2.9","106.9","0.4","0"
"2005-06","Philadelphia 76ers","","38","-2.1","92.7","2.2","106","-0.2","108.1","1.9","0"
"2004-05","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","43","-1.07","94.9","4","103.5","-2.6","104.3","-1.8","0"
"2003-04","Philadelphia 76ers","","33","-2.95","88","-2.1","99.1","-3.8","101.9","-1","0"
"2002-03","Philadelphia 76ers","Lost E. Conf. Semis","48","1.76","91.4","0.4","105","1.4","102.5","-1.1","0"
"2001-02","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","43","1.27","88.9","-1.8","102.1","-2.4","100.3","-4.2","0"
"1999-00","Philadelphia 76ers","Lost E. Conf. Semis","49","1.02","92.7","-0.4","101.5","-2.6","100","-4.1","0"
"1998-99","Philadelphia 76ers","Lost E. Conf. Semis","28","2.56","88.6","-0.3","99.9","-2.3","97.6","-4.6","0"
"1997-98","Philadelphia 76ers","","31","-1.89","90.4","0.1","102.8","-2.2","105.4","0.4","0"
"1995-96","Philadelphia 76ers","","18","-9.45","92.2","0.4","102.2","-5.4","113","5.4","0"
"1993-94","Philadelphia 76ers","","25","-7.37","95.7","0.6","101.7","-4.6","109.7","3.4","0"
"1992-93","Philadelphia 76ers","","26","-5.25","98.5","1.7","104.6","-3.4","110.4","2.4","0"
"1991-92","Philadelphia 76ers","","35","-1.34","93.7","-2.9","108.3","0.1","109.7","1.5","0"
"1990-91","Philadelphia 76ers","Lost E. Conf. Semis","44","-0.39","95.7","-2.1","107.9","0","108.1","0.2","0"
"1989-90","Philadelphia 76ers","Lost E. Conf. Semis","53","4.23","96.5","-1.8","113.5","5.4","108.4","0.3","0"
"1988-89","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","46","1.68","98.5","-2.1","113","5.2","111.5","3.7","0"
"1987-88","Philadelphia 76ers","","36","-0.79","96","-3.6","108.8","0.8","110.3","2.3","0"
"1986-87","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","45","0.11","97.3","-3.5","108.3","0","108.5","0.2","0"
"1985-86","Philadelphia 76ers","Lost E. Conf. Semis","54","2.46","100.5","-1.6","108.6","1.4","106.3","-0.9","0"
"1984-85","Philadelphia 76ers","Lost E. Conf. Finals","58","4.17","100.8","-1.3","111.3","3.4","107.3","-0.6","0"
"1983-84","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","52","2.39","99.6","-1.8","106.8","-0.8","104.6","-3","0"
"1981-82","Philadelphia 76ers","Lost Finals","58","5.74","100.6","-0.3","109.6","2.7","103.9","-3","0"
"1979-80","Philadelphia 76ers","Lost Finals","59","4.04","103","-0.1","105","-0.3","101","-4.3","0"
"1978-79","Philadelphia 76ers","Lost E. Conf. Semis","47","1.74","106.7","0.9","102","-1.8","100.3","-3.5","0"
"1977-78","Philadelphia 76ers","Lost E. Conf. Finals","55","4.87","108.4","1.7","105","4.1","100.3","-0.6","0"
"1976-77","Philadelphia 76ers","Lost Finals","50","3.78","108.3","1.8","101.2","1.7","97.6","-1.9","0"
"1975-76","Philadelphia 76ers","Lost E. Conf. 1st Rnd.","46","0.33","107.5","2","98.2","-0.1","98","-0.3","0"
"1974-75","Philadelphia 76ers","","34","-2.6","103.4","-1.1","95.8","-1.9","98.8","1.1","0"
"1973-74","Philadelphia 76ers","","25","-5.94","108.3","0.5","93.1","-4.6","99","1.3","0"
"1972-73","Philadelphia 76ers","","9","-11.5","115.2","4.5","90.2","-6.6","100.6","3.8","0"
"1971-72","Philadelphia 76ers","","30","-3.44","115.8","3.8","96.4","-1.5","99.5","1.6","0"
"1970-71","Philadelphia 76ers","Lost E. Conf. Semis","47","1.81","115.7","0.6","98.8","1.6","97.5","0.3","0"
"1969-70","Philadelphia 76ers","Lost E. Div. Semis","42","3.32","120.9","3.8","100.5","1.5","97.7","-1.3","0"
"1968-69","Philadelphia 76ers","Lost E. Div. Semis","55","4.79","120.4","3.5","98.1","2.6","93.9","-1.6","0"
"1964-65","Philadelphia 76ers","Lost E. Div. Finals","40","-0.13","119.1","1.8","94.1","0.5","94.2","0.6","0"
"1963-64","Philadelphia 76ers","Lost E. Div. Semis","34","-3.75","119.4","6.2","93.8","-0.8","97.5","2.9","0"
"1962-63","Syracuse Nationals","Lost E. Div. Semis","48","3.4","123.3","8.3","98.4","2.5","95.3","-0.6","0"
"1961-62","Syracuse Nationals","Lost E. Div. Semis","41","2.24","128.8","7.5","93.4","-0.2","91.6","-2","0"
"1960-61","Syracuse Nationals","Lost E. Div. Finals","38","1.93","129.1","5.6","93.6","1.5","91.9","-0.2","0"
"1959-60","Syracuse Nationals","Lost E. Div. Semis","45","2.77","127.2","4.9","93.1","2","91","-0.1","0"
"1958-59","Syracuse Nationals","Lost E. Div. Finals","35","3.74","121","9","92.5","2.3","89.2","-1","0"
"1957-58","Syracuse Nationals","Lost E. Div. Semis","41","2.18","119.1","2.1","89.9","1.1","88.1","-0.7","0"
"1956-57","Syracuse Nationals","Lost E. Div. Finals","38","-1.03","112.3","7.4","88.3","-0.6","89.5","0.6","0"
"1955-56","Syracuse Nationals","Lost E. Div. Finals","35","0.17","108.5","5.7","88","-2.3","88","-2.3","0"
"1954-55","Syracuse Nationals","Won Finals","43","1.23","103.6","5.5","87.5","-2.3","86.2","-3.6","0"
"1953-54","Syracuse Nationals","Lost Finals","42","4.27","93.5","9.9","88.2","0.7","83","-4.5","0"
"1952-53","Syracuse Nationals","Lost E. Div. Semis","47","3.62","92.8","12.4","90.6","2.6","86","-1.7","0"
"1951-52","Syracuse Nationals","Lost E. Div. Finals","40","3.94","96.1","10.3","89.2","2.3","84.6","-2.3","0"
"1950-51","Syracuse Nationals","Lost E. Div. Finals","32","0.62","98.1","12.6","86.4","1.3","85.9","0.8","0"
"1949-50","Syracuse Nationals","Lost Finals","51","6.48","","","","","","","0"
"2022-23","New York Knicks","","3","0.21","100.3","0.6","111.5","-0.6","111.5","-0.6","0"
"2021-22","New York Knicks","","37","-0.01","95.9","-2.3","110.4","-1.6","110.5","-1.5","0"
"2019-20","New York Knicks","","21","-6.72","98.6","-1.7","106.5","-4.1","113","2.4","0"
"2018-19","New York Knicks","","17","-8.93","99.6","-0.4","104.5","-5.9","113.7","3.3","0"
"2017-18","New York Knicks","","29","-3.53","96.8","-0.5","107.1","-1.5","110.7","2.1","0"
"2016-17","New York Knicks","","31","-3.87","96","-0.4","107.7","-1.1","111.5","2.7","0"
"2015-16","New York Knicks","","32","-2.74","93.4","-2.4","104.6","-1.8","107.6","1.2","0"
"2014-15","New York Knicks","","17","-9.5","91.2","-2.7","99.9","-5.7","110","4.4","0"
"2013-14","New York Knicks","","37","-1.4","90.3","-3.6","108.3","1.6","109.1","2.4","0"
"2010-11","New York Knicks","Lost E. Conf. 1st Rnd.","42","0.48","95.6","3.5","110.9","3.6","110.1","2.8","0"
"2009-10","New York Knicks","","29","-4.01","94","1.3","107.6","0","111.6","4","0"
"2008-09","New York Knicks","","32","-2.33","96.7","5","108.1","-0.2","110.8","2.5","0"
"2007-08","New York Knicks","","23","-6.55","91.6","-0.8","104.7","-2.8","111.9","4.4","0"
"2006-07","New York Knicks","","33","-3.06","90.8","-1.1","105.7","-0.8","108.8","2.3","0"
"2005-06","New York Knicks","","23","-6.3","90.8","0.3","104","-2.2","111","4.8","0"
"2004-05","New York Knicks","","33","-2.72","90.7","-0.2","106.2","0.1","108.9","2.8","0"
"2003-04","New York Knicks","Lost E. Conf. 1st Rnd.","39","-1.97","89.5","-0.6","101.7","-1.2","103.3","0.4","0"
"2002-03","New York Knicks","","37","-1.61","90.7","-0.3","104.7","1.1","106.2","2.6","0"
"2001-02","New York Knicks","","30","-4.15","89.7","-1","101.5","-3","105.9","1.4","0"
"2000-01","New York Knicks","Lost E. Conf. 1st Rnd.","48","1.98","86.7","-4.6","101.2","-1.8","98.2","-4.8","0"
"1999-00","New York Knicks","Lost E. Conf. Finals","50","1.3","89.2","-3.9","102.5","-1.6","100.9","-3.2","0"
"1998-99","New York Knicks","Lost Finals","27","1.45","86.9","-2","98.6","-3.6","97.5","-4.7","0"
"1997-98","New York Knicks","Lost E. Conf. Semis","43","2.74","88.2","-2.1","103","-2","100.3","-4.7","0"
"1995-96","New York Knicks","Lost E. Conf. Semis","47","2.24","91","-0.8","106","-1.6","103.5","-4.1","0"
"1993-94","New York Knicks","Lost Finals","57","6.48","92.8","-2.3","105.7","-0.6","98.2","-8.1","0"
"1992-93","New York Knicks","Lost E. Conf. Finals","60","5.87","94.5","-2.3","106.1","-1.9","99.7","-8.3","0"
"1991-92","New York Knicks","Lost E. Conf. Semis","51","3.67","92.9","-3.7","108.3","0.1","104.2","-4","0"
"1990-91","New York Knicks","Lost E. Conf. 1st Rnd.","39","-0.43","95","-2.8","107.1","-0.8","107.3","-0.6","0"
"1989-90","New York Knicks","Lost E. Conf. Semis","45","0.78","98.2","-0.1","109.4","1.3","108","-0.1","0"
"1988-89","New York Knicks","Lost E. Conf. Semis","52","3.62","104.4","3.8","111.1","3.3","107.5","-0.3","0"
"1986-87","New York Knicks","","24","-5.42","98.5","-2.3","104.8","-3.5","111.1","2.8","0"
"1984-85","New York Knicks","","24","-4.09","99.5","-2.6","104.9","-3","109.6","1.7","0"
"1983-84","New York Knicks","Lost E. Conf. Semis","47","3.79","99","-2.4","107","-0.6","103.1","-4.5","0"
"1982-83","New York Knicks","Lost E. Conf. Semis","44","2.58","97","-6.1","102.4","-2.3","99.9","-4.8","0"
"1981-82","New York Knicks","","33","-2.15","99.5","-1.4","106","-0.9","108.6","1.7","0"
"1980-81","New York Knicks","Lost E. Conf. 1st Rnd.","50","2","101","-0.8","106","0.5","104.4","-1.1","0"
"1979-80","New York Knicks","","39","-0.96","106.5","3.4","106.5","1.2","107.5","2.2","0"
"1978-79","New York Knicks","","31","-3.29","104.9","-0.9","102.2","-1.6","105.4","1.6","0"
"1977-78","New York Knicks","Lost E. Conf. Semis","43","-0.53","109.7","3","101.7","0.8","102.2","1.3","0"
"1976-77","New York Knicks","","40","0.01","108.1","1.6","100.1","0.6","100.1","0.6","0"
"1975-76","New York Knicks","","38","-1.05","104.1","-1.4","98","-0.3","99.2","0.9","0"
"1974-75","New York Knicks","Lost E. Conf. 1st Rnd.","40","-0.92","103.1","-1.4","97.1","-0.6","98.3","0.6","0"
"1973-74","New York Knicks","Lost E. Conf. Finals","49","2.42","103.5","-4.3","97.4","-0.3","94.7","-3","0"
"1972-73","New York Knicks","Won Finals","57","6.07","105.9","-4.8","98.9","2.1","92.5","-4.3","0"
"1971-72","New York Knicks","Lost Finals","48","2.28","108","-4","98.5","0.6","96.3","-1.6","0"
"1970-71","New York Knicks","Lost E. Conf. Finals","52","5.05","112.2","-2.9","97.8","0.6","93.3","-3.9","0"
"1968-69","New York Knicks","Lost E. Div. Finals","54","5.48","112.4","-4.5","98.4","2.9","93.3","-2.2","0"
"1967-68","New York Knicks","Lost E. Div. Semis","43","1.78","117.2","-2.6","98.1","1.3","96.5","-0.3","0"
"1966-67","New York Knicks","Lost E. Div. Semis","36","-2.74","118.5","-3.1","97.9","1.8","100.5","4.4","0"
"1965-66","New York Knicks","","30","-2.31","118.9","-2.5","97.8","2.9","99.9","5","0"
"1963-64","New York Knicks","","22","-5.91","117.1","3.9","95.4","0.8","101.2","6.6","0"
"1962-63","New York Knicks","","21","-6.2","117.5","2.5","93.5","-2.4","99.7","3.8","0"
"1961-62","New York Knicks","","29","-3.98","125.6","4.3","91.2","-2.4","95","1.4","0"
"1960-61","New York Knicks","","21","-5.43","122.9","-0.6","91.9","-0.2","97.1","5","0"
"1959-60","New York Knicks","","27","-1.43","125.9","3.6","93","1.9","94.9","3.8","0"
"1958-59","New York Knicks","Lost E. Div. Semis","40","0.49","118","6","93","2.8","92.7","2.5","0"
"1957-58","New York Knicks","","35","1.35","121.5","4.5","91.7","2.9","90.8","2","0"
"1956-57","New York Knicks","","36","0.07","110.5","5.6","90.6","1.7","90.7","1.8","0"
"1955-56","New York Knicks","Lost E. Div. Third Place Tiebreaker","35","-0.2","106.5","3.7","92.4","2.1","92.8","2.5","0"
"1954-55","New York Knicks","Lost E. Div. Semis","38","0.11","101.8","3.7","90.2","0.4","90.1","0.3","0"
"1953-54","New York Knicks","Eliminated in E. Div. Rnd. Robin","44","-0.16","87.4","3.8","89.3","1.8","89.4","1.9","0"
"1952-53","New York Knicks","Lost Finals","47","4.39","93.1","12.7","90.5","2.5","85","-2.7","0"
"1951-52","New York Knicks","Lost Finals","37","0.67","94.9","9.1","88.7","1.8","87.9","1","0"
"1950-51","New York Knicks","Lost Finals","36","0.49","94.8","9.3","88","2.9","87.6","2.5","0"
"1949-50","New York Knicks","Lost E. Div. Finals","40","2.53","","","","","","","0"
