Season,Player,Salary,times_injured,WS,Pos,OWS,DWS,Age,FG,FGA,X3P,X3PA,X2P,X2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2022,Clint Capela,18706896,27,8.3,C,5.6,2.7,27,5,8.2,0,0,5,8.1,1.1,2.3,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1
2022,Cody Martin,7000000,2,3.9,SF,2.4,1.5,26,2.9,6,0.9,2.2,2,3.7,1.1,1.5,1.2,2.9,4,2.5,1.2,0.5,0.9,1.6,7.7
2022,Cory Joseph,5155500,11,2.5,PG,1.7,0.8,30,2.7,6.2,1,2.4,1.7,3.7,1.5,1.7,0.4,2.2,2.7,3.6,0.6,0.3,1.3,2.3,8
2022,D'Angelo Russell,31377750,21,4.4,PG,2.9,1.5,25,6.2,15,2.7,8,3.5,7,3,3.7,0.4,2.9,3.3,7.1,1,0.3,2.5,2,18.1
2022,D.J. Wilson,250000,14,0.4,PF,0.2,0.1,25,2.8,3.8,0,0.5,2.8,3.3,2,2.5,0.3,3.8,4,1.3,1.3,0.3,0.5,1.5,7.5
2022,Damian Jones,2298385,17,3.3,C,2.4,0.9,26,3.1,4.8,0.2,0.5,2.9,4.2,1.7,2.3,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3,8.1
2022,Damian Lillard,42492492,13,1.7,PG,1.7,0.1,31,7.7,19,3.2,9.8,4.5,9.2,5.5,6.2,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24
2022,Damion Lee,1836090,3,2.7,SG,0.9,1.8,29,2.7,6.1,1,3,1.7,3.1,1,1.2,0.4,2.8,3.2,1,0.6,0.1,0.6,1.5,7.4
2022,Daniel Gafford,1930681,3,6,C,4.4,1.6,23,4,5.7,0,0,4,5.7,1.5,2.1,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4
2022,Daniel Theis,8694369,13,1.9,C,0.9,1,29,3.2,6.2,0.7,2.3,2.5,3.9,1,1.5,1.3,3.6,4.9,0.9,0.4,0.7,1,2.4,8.2
2022,Danilo Gallinari,16907880,74,3.6,PF,2.8,0.8,33,3.9,9,1.7,4.5,2.2,4.6,2.1,2.4,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7
2022,Danny Green,10000000,31,1.9,SF,0.3,1.6,34,2,5.2,1.7,4.4,0.4,0.8,0.2,0.2,0.5,2,2.5,1,1,0.6,0.7,1.7,5.9
2022,Darius Bazley,4264629,2,1.8,PF,-0.5,2.2,21,4,9.4,1.2,3.9,2.8,5.5,1.7,2.5,1,5.3,6.3,1.4,0.8,1,1.3,1,10.8
2022,Darius Garland,8920795,1,6.3,PG,3.8,2.5,22,8,17.3,2.6,6.7,5.4,10.6,3.2,3.5,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7
2022,David Nwaba,5022000,10,1.3,SF,0.8,0.5,29,1.8,3.8,0.3,1.1,1.5,2.8,1,1.5,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1
2022,Davon Reed,1902133,5,1.6,SG,0.9,0.7,26,1.7,3.4,0.8,1.8,0.9,1.6,0.2,0.3,0.3,2,2.3,1.1,0.5,0.2,0.3,1.3,4.4
2022,De'Aaron Fox,30351780,12,2.5,PG,1.5,1,24,8.7,18.5,1.3,4.2,7.5,14.3,4.4,5.9,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2
2022,De'Andre Hunter,9835881,4,1.1,SF,0.4,0.7,24,4.8,10.8,1.4,3.7,3.4,7.2,2.4,3.1,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4
2022,De'Anthony Melton,8250000,8,3.7,SG,0.9,2.8,23,3.8,9.5,1.9,5.1,1.9,4.4,1.2,1.6,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8
2022,Dean Wade,1930681,2,2.3,PF,1.1,1.1,25,1.9,4.3,1,2.8,0.9,1.5,0.4,0.6,0.6,2.3,2.9,1,0.6,0.1,0.3,1.7,5.3
2022,Deandre Ayton,30913750,8,7.3,C,4.1,3.1,23,7.6,12,0.1,0.3,7.5,11.7,1.8,2.4,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2
2022,DeAndre Jordan,9663997,13,1.9,C,0.9,1,33,1.9,3,0,0,1.9,3,0.5,0.8,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3
2022,Dejounte Murray,16571120,14,7.3,PG,3.9,3.4,25,8.4,18.3,1.4,4.3,7,13.9,2.9,3.6,1.2,7.1,8.3,9.2,2,0.3,2.6,2,21.1
2022,Delon Wright,7804878,20,3.6,SG,2.2,1.5,29,1.6,3.5,0.6,1.5,1,2,0.7,0.8,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4
2022,DeMar DeRozan,27300000,21,8.8,PF,7,1.8,32,10.2,20.2,0.7,1.9,9.5,18.3,6.8,7.8,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9
2022,Dennis Smith Jr.,1836090,19,0.4,PG,-0.1,0.5,24,2.1,5.1,0.2,0.7,2,4.4,1.1,1.7,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
2022,Derrick Favors,10183800,43,1.4,C,0.8,0.7,30,2.4,4.7,0.1,0.4,2.4,4.3,0.4,0.6,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3
2022,Derrick Jones Jr.,3200000,21,2.2,PF,1.4,0.8,24,2.1,3.8,0.4,1.2,1.7,2.6,1.1,1.4,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6
2022,Derrick Rose,14520730,85,1.4,PG,0.8,0.7,33,4.7,10.5,1.4,3.5,3.3,7,1.2,1.2,0.8,2.2,3,4,0.8,0.5,1.5,0.6,12
2022,Derrick White,16892857,14,5.1,SG,2.8,2.3,27,4.5,10.7,1.5,4.9,3,5.7,2.7,3.1,0.5,3,3.5,4.9,0.9,0.8,1.6,2.3,13.2
2022,Devin Booker,33833400,22,7.6,SG,4.3,3.3,25,9.7,20.9,2.7,7,7,13.9,4.6,5.3,0.7,4.4,5,4.8,1.1,0.4,2.4,2.6,26.8
2022,Devonte' Graham,11550000,6,2.8,PG,1.6,1.2,26,3.9,10.7,2.5,7.4,1.4,3.3,1.6,1.8,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9
2022,Dewayne Dedmon,7566667,21,3.5,C,1.5,2,32,2.4,4.3,0.3,0.7,2.2,3.6,1.1,1.5,1.6,4.2,5.8,0.7,0.4,0.6,1,2.6,6.3
2022,Dillon Brooks,11400000,4,1.6,SF,0.7,0.9,26,7.1,16.4,1.4,4.7,5.7,11.8,2.8,3.3,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4
2022,Donovan Mitchell,30351780,12,7.2,SG,4.7,2.5,25,9.2,20.5,3.5,9.8,5.7,10.8,4,4.7,0.8,3.4,4.2,5.3,1.5,0.2,3,2.4,25.9
2022,Donte DiVincenzo,4500000,9,0.7,SG,-0.1,0.9,25,2.8,8,1.8,5.2,1,2.8,1.7,2,1,3.1,4,2.8,1.1,0.2,1.7,1.6,9
2022,Dorian Finney-Smith,12402000,10,6.6,PF,3.4,3.2,28,4.1,8.7,2.2,5.4,1.9,3.2,0.7,1,1.5,3.2,4.7,1.9,1.1,0.5,1,2.3,11
2022,Doug McDermott,13750000,15,1.6,PF,1.1,0.5,30,4.2,9.1,2.1,5,2.1,4.1,0.8,1,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3
2022,Draymond Green,25806468,38,3.6,PF,0.8,2.8,31,2.9,5.6,0.3,1.2,2.6,4.4,1.3,2,1,6.3,7.3,7,1.3,1.1,3,3,7.5
2022,Dwight Powell,11080125,16,8.2,C,6,2.2,30,3.3,4.9,0.2,0.5,3.1,4.4,2,2.6,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7
